发布者ID,发布时间,发布来源,发布内容,收藏数,转发数,评论数,点赞数
青岛交警,05月26日06:04,来自iPhone客户端, 【#为袁隆平拍照24年存500多张照片#：袁老喜欢格子条纹衣，拍照也喜欢摆pose】余佳桂因工作原因从1997年起，就与袁隆平接触，24年留下了500多张照片。她说，袁老最喜欢格子、条纹的衣服，每次拍照前都会整理一下摆个pose，态度非常和蔼，没有架子。#与袁隆平的每一张合影都很珍贵#L一手Video的微博视频  ,0,7,2,9
青岛交警,05月26日06:01,来自iPhone客户端, 【#广州夜空画出袁隆平#】一稻济世，万家粮足！5月25日20:30，广州海心沙广场上空举行无人机编队飞行活动，500架无人机化作稻菽千重浪、田间耕耘人，纪念“杂交水稻之父”袁隆平。#广州500架无人机致敬袁隆平#L广州日报的微博视频​,0,9,2,13
天津宝坻交警,05月26日05:56,来自微博视频号, 95后小伙用数万张多米诺扑克牌摆出袁隆平院士头像致敬！#致敬杂交水稻之父#L中国警方在线的微博视频​​​,0,0,7,14
金华公安,05月26日05:24,来自微博视频号, 【致敬缅怀】95后小伙用数万张多米诺扑克牌摆出袁隆平院士头像致敬！#致敬杂交水稻之父#L中国警方在线的微博视频​​​,0,4,3,15
白水法院,05月26日05:09,来自微博视频号, 95后小伙用数万张多米诺扑克牌摆出袁隆平院士头像致敬！#致敬杂交水稻之父#L中国警方在线的微博视频​​​,0,1,0,5
德州市公安局陵城分局,05月26日05:00,来自微博视频号, 95后小伙用数万张多米诺扑克牌摆出袁隆平院士头像致敬！#致敬杂交水稻之父#2德州L德州市公安局陵城分局的微博视频​,0,0,0,2
新浪海南,05月26日11:58,来自微博视频号, #袁隆平Q版形象首次亮相#【粮票飞走了？农学天团出道！】粮票“飞走”了？@袁隆平在寻找粮票的旅途上，又有怎样的奇遇？他遇到的孙九林、刘守仁、李玉、刘少军、吴明珠、邹学校、程顺和和盖钧镒都是谁？如果你还不认识这些闪亮的名字，那就跟着袁隆平一块，体验这段一镜到底的奇妙旅程吧！L新华网的微博视频  ,0,0,0,2
婺城公安,05月26日11:58,来自微博视频号, 【再看又泪奔！#院士天团的奇幻旅程#，缅怀袁老！】#袁隆平Q版形象首次亮相#，再看一遍#以袁隆平Q版形象为主角的科普动画片#，怀念袁爷爷！@新华网http://t.cn/A6VJdSVU​,0,14,12,0
合肥反邪教,05月26日11:56,来自360安全浏览器, 【#一网民侮辱袁隆平被刑拘#】,0,0,0,0
合肥反邪教,05月26日11:56,来自360安全浏览器, 【#小理发店再没等来老顾客袁隆平#】,0,0,0,0
麻江县法院,05月26日11:55,来自HUAWEIMate40, 【十年之约——纪念袁隆平院士】,0,0,1,0
经济观察报,05月26日11:55,来自微博视频号, 【#午间分享#粮票飞走了？农学天团出道！】粮票“飞走”了？@袁隆平在寻找粮票的旅途上，又有怎样的奇遇？他遇到的孙九林、刘守仁、李玉、刘少军、吴明珠、邹学校、程顺和和盖钧镒都是谁？如果你还不认识这些闪亮的名字，那就跟着袁隆平一块，体验这段一镜到底的奇妙旅程吧！L新华网的微博视频  ,0,6,1,42
长沙网警巡查执法,05月26日11:54,来自微博视频号, 【再看又泪奔！#院士天团的奇幻旅程#，缅怀袁老！】#袁隆平Q版形象首次亮相#，再看一遍#以袁隆平Q版形象为主角的科普动画片#，怀念袁爷爷！@新华网L中国警方在线的微博视频​​​,0,0,0,1
百姓关注,05月26日11:54,来自微博视频号, 【#袁隆平我剪完头发是不是特别帅气#】位于湖南长沙丰裕小区的曹氏名剪萍理发店，是一家不起眼的小店。但是这里却有一位常客，那就是大家所爱戴的袁隆平院士。5月23日，百姓关注记者也专程来到这里，聆听店主曹小平讲述袁老的故事。提起袁老，曹小平总是有源源不断的话题。十八年前，他的理发店开业后，袁老只要人在长沙，他都会来到这里剪发。“他特别爱帅气，剪完头发还喜欢夸一下。你不夸他，他就自己夸一下，每次都会说哎呀很帅。”L百姓关注的微博视频  ,0,2,0,16
合肥新闻频道,05月26日11:52,来自微博视频号, 【小女孩看到袁隆平、吴孟超追思墙主动上前敬礼鞠躬】#小女孩遇院士追思墙主动鞠躬敬礼#5月24日，天津的一位父亲带孩子参加活动，活动结束后孩子看到袁隆平院士、吴孟超院士追思墙，主动上前鞠躬敬少先队队礼。据孩子父亲付先生称，孩子看到追思墙后就跑过去，先是敬少先队队礼然后鞠躬，应该是在课本上学到过两位院士的事迹。自己看到后十分感动，身边人也都竖起了大拇指，就记录下了这感动一幕。@闪电视频L闪电新闻的微博视频  ,0,0,0,0
湛江货运中心,05月26日11:51,来自微博视频号, 【#聋哑小伙跑步画出袁隆平头像#：袁隆平爷爷一路走好】5月22日，内蒙古赤峰。吴广明是一位聋哑人，也是一位跑步爱好者，得知袁隆平爷爷去世，@风之子-跑字王子bo听障吴广明决定用跑步作画的方式送袁隆平爷爷最后一程。他花费了2个小时，用10公里的距离在地图上画出了袁隆平爷爷的头像。吴广明表示，希望袁隆平爷爷一路走好。#微博当事人#O网页链接  ,0,0,0,1
合肥反邪教,05月26日11:51,来自360安全浏览器, 【#新闻联播里的袁隆平吴孟超生前影像#】,0,0,0,0
朝天发布,05月26日11:50,来自微博视频号, 这是一部以袁隆平爷爷Q版形象为主角的科普动画片非常值得一看！向所有科研工作者致敬！！#以袁隆平q版形象为主角的科普动画片#来源：@新华网@中国工程院@EdonessL当时我就震惊了的微博视频​,0,0,0,0
毕节政法,05月26日11:50,来自iPhone客户端, 【#为袁隆平拍照24年存500多张照片#：袁老喜欢格子条纹衣，拍照也喜欢摆pose】余佳桂因工作原因从1997年起，就与袁隆平接触，24年留下了500多张照片。她说，袁老最喜欢格子、条纹的衣服，每次拍照前都会整理一下摆个pose，态度非常和蔼，没有架子。#与袁隆平的每一张合影都很珍贵#@一手VideoL一手Video的微博视频  ,0,0,0,0
南铁漳州车务段,05月26日11:49,来自微博视频号, 【今晚#长沙数百架无人机点亮禾下乘凉梦#】25日晚上8点，长沙傅家洲升起的520架无人机点亮了湘江两岸，在夜空中缓缓勾画出一幅幅悼念袁老的图画，既有袁隆平院士的音容笑貌，也有禾下乘凉梦的美好构想。今晚，一起仰望星空，缅怀袁老！#520架无人机为袁隆平院士画像#L潇湘晨报的微博视频​,0,2,1,5
蒲江住建,05月26日11:48,来自微博weibo.com, 【#以袁隆平Q版形象为主角的科普动画片#】,0,0,0,0
卓尼融媒,05月26日11:47,来自微博weibo.com, 【中国那些事儿】国际社会缅怀袁隆平：他是造福世界的中国科学家来源：中国日报网2021-05-2416:45　分享5月22日，西南大学袁隆平雕塑前摆放着师生们敬献的鲜花。新华社发（秦廷富摄）中国日报网5月24日电5月22日，“共和国勋章”获得者、中国工程院院士、国家杂交水稻工程技术研究中心主任袁隆平在长沙逝世，享年91岁。“发展杂交水稻，造福世界人民”是袁隆平毕生的追求。为了实现这一宏愿，他长期致力于促进杂交水稻走向世界。世界粮食奖基金会主席芭芭拉•斯廷森5月22日在接受《中国日报》采访时表示，袁隆平是这个时代国际粮食领域“最值得称颂的领军人物”之一。袁教授毕生致力于杂交水稻研究，他的发现和创新成果被推广到世界许多地方，他慷慨分享杂交水稻技术，为解决世界饥饿和贫困问题做出了巨大贡献。袁隆平院士曾荣获2004年度世界粮食奖。该奖项是国际粮食领域最高的荣誉，表彰为人类提供营养丰富、数量充足的粮食作出突出贡献者。5月22日，联合国官方发布悼念微博称：袁隆平院士为推进粮食安全、消除贫困、造福民生做出了杰出贡献！国士无双，一路走好。造福世界目前，中国杂交水稻已在印度、孟加拉、印度尼西亚、越南、菲律宾、美国、巴西、马达加斯加等国大面积种植，年种植面积达800万公顷，平均每公顷产量比当地优良品种高出2吨左右。市场咨询公司FutureMarketInsights的报告显示，亚洲多个水稻种植国已有450万公顷土地上种植了中国杂交稻。上世纪80年代，菲律宾和越南的农业中心开始与国际水稻研究所合作开发杂交水稻品种。根据研究，在越南和菲律宾，杂交水稻的平均产量分别比现有的水稻高21%和17%。菲律宾10%以上的可耕地种植了杂交水稻品种，该国每年的水稻产量因而提高了240万吨。根据菲律宾政府的统计数据，推广杂交水稻帮助养活了1500万人，占该国14%的人口。中国杂交稻于20世纪90年代被引入越南。根据世界基准联盟发布的2019年种子获得指数，越南进口70%至80%的种子，包括杂交水稻稻种。中国是越南杂交水稻稻种的主要供应国。2015年，袁隆平院士还率领科研团队亲赴柬埔寨推广杂交水稻，计划３年时间内在柬埔寨种植30万公顷杂交水稻。袁隆平表示，有信心将当地稻谷产量提高３倍。2004年10月4日，诺贝尔和平奖获得者诺曼·博洛格博士向袁隆平颁发世界粮食奖。2004年度世界粮食奖由袁隆平和塞拉利昂水稻专家蒙迪·琼斯博士共同获得。世界粮食奖基金会荣誉主席肯尼斯•奎因认识袁隆平已经20多年。他说:“袁隆平教授去世后，中国和世界失去了我们这个星球上最伟大的农业科学家之一，我也失去了一个伟大的朋友。”“我认为，100年后，中国和世界各地的人们仍然会谈论袁隆平。这就是他的成就有多么重要。”奎因说，这个国家的每个人都知道袁隆平是谁，知道他做过什么。“和我交谈的每个人——深圳餐馆的服务员、石家庄酒店的工作人员和高铁上的小吃摊小贩——都知道袁隆平的名字，都知道袁隆平培育杂交稻取得了惊人的成就。”奎因认为，袁隆平院士是比肩诺曼•博洛格博士的伟人。博洛格因在全球农业领域的工作而获得1970年的诺贝尔和平奖，并创立了世界粮食奖。奎因与他们都曾共事，也都成为了朋友。奎因说:“和博洛格博士一样，袁教授非常谦逊，从不追求名利或赞美，只顾努力工作，帮助人们消除贫困、摆脱饥饿。”“脚踏实地”袁隆平在实验田观察水稻长势（2007年5月10日摄）。新华社记者赵众志摄在回顾袁隆平的成就时，奎因说作为科学家的袁隆平始终保持着“脚踏实地”的态度。袁隆平的成就得益于对水稻的密切观察和改良，就像农民一样。奎因说:“他总是觉得在田间比在办公室更自在，穿着工作服时感觉最舒服，就像诺曼·博洛格一样。”奎因表示，袁隆平还是一名好老师，随时准备回答问题，并与年轻的科学家和学生交谈。他说:“我们每年送去他的研究中心的美国高中生总是带着知识和学习的强烈愿望回来。”奎因说：“袁隆平教授不仅受到中国人民的爱戴，也受到所有认识他的人的爱戴，我们将深切缅怀他。”“他的遗产未来还会鼓舞中国乃至全世界的几代人。”（编辑：齐磊刘世东）  ,0,0,0,0
合肥反邪教,05月26日11:46,来自360安全浏览器, 【#袁花花常陪袁隆平听汇报#网友：袁花花你要好好长大】,0,0,0,0
湛江货运中心,05月26日11:46,来自微博视频号, 【#广州夜空画出袁隆平#】一稻济世，万家粮足！5月25日20:30，广州海心沙广场上空举行无人机编队飞行活动，500架无人机化作稻菽千重浪、田间耕耘人，纪念“杂交水稻之父”袁隆平。#广州500架无人机致敬袁隆平#（广州日报•新花城全媒体记者方晴王燕）L广州日报的微博视频​,0,0,0,0
呈贡教育,05月26日11:46,来自360安全浏览器, 【主题活动】呈贡区各校园师生深情缅怀袁隆平、吴孟超两位院士5月22日，共和国一日之内痛失“杂交水稻之父”袁隆平、“中国肝胆外科之父”吴孟超两位院士。为纪念两位为国家做出伟大贡献的国士，激励青少年一代奋发学习，争当社会的有用之才，5月24日，呈贡区各校园师生以多种形式深切缅怀袁隆平、吴孟超两位院士。昆明高新技术产业开发区第三中学、呈贡区第二小学、万溪冲小学等校（园）通过国旗下讲话，追忆了两位院士生命不息、奋斗不止的一生，让学生了解了袁隆平“一生只做一件事”的奉献精神和吴孟超“勇闯禁区、勇于创新、勇往直前、勇攀高峰”的高贵品质。师生在国旗下庄严肃立并默哀三分钟，表达对伟大先辈的无限敬仰和怀念之情。昆明理工大学附属呈贡学校、呈贡区雨花街道中心幼儿园等校（园）在班会课上以播放视频、讲述事迹、主题演讲等形式，号召师生继承两位院士的精神品质，学习先辈爱国为民的情怀。本次活动寄托了师生深切的悼念与哀思，引导师生“吃水不忘挖井人，吃粮不忘育种人”，感谢两位院士为祖国人民“医食无忧”作出的贡献。师生们纷纷表示将学习两位院士的优秀品格和崇高风范，把两位院士的精神运用到实际的工作学习中，为祖国的兴旺发达奉献自己的一份力量。  ,0,0,0,2
朝天发布,05月26日11:45,来自微博视频号, 【小女孩看到袁隆平、吴孟超追思墙主动上前敬礼鞠躬】#小女孩遇院士追思墙主动鞠躬敬礼#5月24日，天津的一位父亲带孩子参加活动，活动结束后孩子看到袁隆平院士、吴孟超院士追思墙，主动上前鞠躬敬少先队队礼。据孩子父亲付先生称，孩子看到追思墙后就跑过去，先是敬少先队队礼然后鞠躬，应该是在课本上学到过两位院士的事迹。自己看到后十分感动，身边人也都竖起了大拇指，就记录下了这感动一幕。@闪电视频L闪电新闻的微博视频  ,0,0,0,0
广元工会法律援助123,05月26日11:45,来自微博视频号, 【#赵立坚说袁隆平不仅属于中国也属于世界#】今天，外交部发言人赵立坚表示，袁隆平逝世后，中外各界都表示沉痛悼念，这充分说明他对中国乃至世界杂交水稻事业所做的贡献受到广泛认可和高度评价。赵立坚说，袁隆平院士不仅属于中国，也属于世界。我们相信在各方的携手努力下，袁隆平院士的梦想一定会成为现实，饥饿和贫困终将从地球上消失。L环球资讯的微博视频  ,0,1,0,1
中国日报,05月26日11:45,来自微博视频号, 【小女孩看到袁隆平、吴孟超追思墙主动上前敬礼鞠躬】#小女孩遇院士追思墙主动鞠躬敬礼#5月24日，天津的一位父亲带孩子参加活动，活动结束后孩子看到袁隆平院士、吴孟超院士追思墙，主动上前鞠躬敬少先队队礼。据孩子父亲付先生称，孩子看到追思墙后就跑过去，先是敬少先队队礼然后鞠躬，应该是在课本上学到过两位院士的事迹。自己看到后十分感动，身边人也都竖起了大拇指，就记录下了这感动一幕。@闪电视频L闪电新闻的微博视频  ,0,58,78,1253
临安检察,05月26日11:44,来自微博视频号, 【#长沙数百架无人机点亮禾下乘凉梦#】25日晚上8点，长沙傅家洲升起的520架无人机点亮了湘江两岸，在夜空中缓缓勾画出一幅幅悼念袁老的图画，既有袁隆平院士的音容笑貌，也有禾下乘凉梦的美好构想。今晚，一起仰望星空，缅怀袁老！@潇湘晨报L潇湘晨报的微博视频​​​,0,0,5,7
淳安检察,05月26日11:43,来自微博视频号, 【#长沙花店被曝欺骗买花吊唁网友#】近日，有网友爆料，很多人在美团长沙花店给袁隆平爷爷买花，结果都被骗了。原来花店将同一束花换上不同人的卡片，拍个照片就说送到了，但鲜花都没有送到殡仪馆去。有不少顾客称，没有骑手接单，没有骑手路线，就告诉说送到了，有的顾客甚至连鲜花照片都没收到。L铁骥视频的微博视频  ,0,0,1,0
长沙芙蓉法院,05月26日11:42,来自360安全浏览器, 再看又泪奔！#院士天团的奇幻旅程#，缅怀袁老！】#袁隆平Q版形象首次亮相#，再看一遍#以袁隆平Q版形象为主角的科普动画片#，怀念袁爷爷！,0,1,0,1
普安法院,05月26日11:42,来自微博weibo.com, 泪奔！长沙520架公益无人机点亮夜空，缅怀袁隆平院士,0,0,0,0
淳安检察,05月26日11:42,来自微博视频号, 【#为袁隆平拍照24年存500多张照片#：袁老喜欢格子条纹衣，拍照也喜欢摆pose】余佳桂因工作原因从1997年起，就与袁隆平接触，24年留下了500多张照片。她说，袁老最喜欢格子、条纹的衣服，每次拍照前都会整理一下摆个pose，态度非常和蔼，没有架子。#与袁隆平的每一张合影都很珍贵#@一手VideoL一手Video的微博视频  ,0,0,1,0
空港融媒,05月26日11:40,来自微博视频号, 【#四川米易第三代杂交水稻试点团队#团队技术负责人已年过古稀】5月24日，攀枝花米易县第三代杂交水稻试点团队这两天正在指导村民开展今年的秧苗移栽工作。技术负责人郭守斌正在田间进行秧苗移栽指导，尽管已经70多岁了，他依然传承着袁隆平的遗志，要将稻田管理好，水稻更高产。古稀之年的郭守斌说，他会带领团队继续躬耕田野，“斤斤计较”，全力完成袁老对米易试验田的愿望。L四川观察的微博视频  ,0,0,0,0
上海长宁,05月26日11:39,来自微博视频号, #以袁隆平Q版形象为主角的科普动画片#稻因你而香，国士无双，向袁隆平爷爷致敬，向所有院士致敬via:一个泽L上海长宁的微博视频​,0,3,1,19
邯山区电视台,05月26日11:39,来自微博视频号, 这是一部#以袁隆平Q版形象为主角的科普动画片#非常值得一看！向所有科研工作者致敬！！L邯山区电视台的微博视频​,0,0,0,0
湖南高院,05月26日11:38,来自微博视频号, 【再看又泪奔！#院士天团的奇幻旅程#，缅怀袁老！】#袁隆平Q版形象首次亮相#，再看一遍#以袁隆平Q版形象为主角的科普动画片#，怀念袁爷爷！@新华网L中国警方在线的微博视频​,0,4,0,1
平安吉利,05月26日11:38,来自微博视频号, 【赵立坚说袁隆平的梦想一定会实现】24日，外交部发言人赵立坚表示，中国著名科学家、共和国勋章获得者、中国工程院院士袁隆平逝世后，中外各界都表示沉痛悼念，这充分说明他对中国乃至世界杂交水稻事业所作的贡献，受到广泛认可和高度评价。L人民视频的微博视频​,0,0,0,0
南铁赣州车务段,05月26日11:38,来自微博视频号, #赣车微视角#【#长沙数百架无人机点亮禾下乘凉梦#】25日晚上8点，长沙傅家洲升起的520架无人机点亮了湘江两岸，在夜空中缓缓勾画出一幅幅悼念袁老的图画，既有袁隆平院士的音容笑貌，也有禾下乘凉梦的美好构想。今晚，一起仰望星空，缅怀袁老！#520架无人机为袁隆平院士画像#L潇湘晨报的微博视频​​​  ,0,1,4,3
武威中院,05月26日11:38,来自微博视频号, #袁隆平Q版形象首次亮相# #院士天团的奇幻旅程#【粮票飞走了？农学天团出道！】粮票“飞走”了？@袁隆平在寻找粮票的旅途上，又有怎样的奇遇？他遇到的孙九林、刘守仁、李玉、刘少军、吴明珠、邹学校、程顺和和盖钧镒都是谁？如果你还不认识这些闪亮的名字，那就跟着袁隆平一块，体验这段一镜到底的奇妙旅程吧！L新华网的微博视频  ,0,0,1,0
民生江西,05月26日11:38,来自微博视频号, 【#长沙数百架无人机点亮禾下乘凉梦#】25日晚上8点，长沙傅家洲升起的520架无人机点亮了湘江两岸，在夜空中缓缓勾画出一幅幅悼念袁老的图画，既有袁隆平院士的音容笑貌，也有禾下乘凉梦的美好构想。今晚，一起仰望星空，缅怀袁老！#520架无人机为袁隆平院士画像#L潇湘晨报的微博视频​,0,0,0,1
新余发布,05月26日11:38,来自微博视频号, 【悼念！袁隆平生前影像说：我是九江人】袁隆平院士是九江德安县人，他说：“我的故乡是九江，这是一个美丽的地方，至今我做梦还经常回到我的故乡。”袁老，一路走好！江西人民永远怀念您！让我们#再听一次袁老说家乡话#L江西日报的微博视频​,0,1,1,6
湖北之声,05月26日11:36,来自iPhone客户端, 【#长沙数百架无人机点亮禾下乘凉梦#】25日晚上8点，长沙傅家洲升起的520架无人机点亮了湘江两岸，在夜空中缓缓勾画出一幅幅悼念袁老的图画，既有袁隆平院士的音容笑貌，也有禾下乘凉梦的美好构想。#袁隆平的禾下乘凉梦# #以袁隆平Q版形象为主角的科普动画片#L潇湘晨报的微博视频via.@潇湘晨报​​​  ,0,1,0,20
潍坊市12345政务服务便民热线,05月26日11:36,来自iPhone客户端, 【7分钟回顾袁隆平的追梦一生】#人民日报发文追记袁隆平#：一稻济世，万家粮足。1949年，袁隆平成为新中国的第一批大学生，他选择了重庆相辉学院农学系。因为他心中有一个朴素的心愿：人们先吃饱饭才有力气建设国家，“一个粮食可以救一个国家，也可以绊倒一个国家。”历史画面戳↓(@央视频)L央视频的微博视频  ,0,1,0,4
平安郑州,05月26日11:36,来自微博视频号, #以袁隆平Q版形象为主角的科普动画片#，怀念袁爷爷！L新华网的微博视频​,0,1,1,3
江西省高级人民法院,05月26日11:35,来自微博weibo.com, 【禾下乘凉梦一梦逐一生——怀念袁隆平】　湖南长沙，中南大学湘雅医院门诊楼前，三捧青翠的稻束静静矗立。不知是谁，采下老人毕生为之奋斗的梦，向他祭献。O禾下乘凉梦一梦逐一生——怀念袁隆平​,0,0,0,1
贵州日报官微,05月26日11:35,来自微博视频号, 【#长沙数百架无人机点亮禾下乘凉梦#】5月25日晚8点，长沙傅家洲升起的520架无人机点亮了湘江两岸，在夜空中缓缓勾画出一幅幅悼念袁老的图画，既有袁隆平院士的音容笑貌，也有禾下乘凉梦的美好构想。一起仰望星空，缅怀袁老！viaL潇湘晨报的微博视频​,0,0,1,11
彭州发布,05月26日11:35,来自iPhone客户端, 追忆！袁隆平的“彭州缘”，他曾来过彭州这里……品鉴彭州袁隆平遗体送别仪式已于5月24日上午10时在湖南省长沙市明阳山殡仪馆铭德厅举行这位和蔼的老人在水稻田里忙碌的身影成为人们无法忘却的记忆……四川，一个农业大省和水稻大省，自古以来有着“天府之国”的美称，这里气候温润、物产丰富。当年为了在四川推广杂交稻，袁隆平没少往四川跑，搞培训、搞讲座、搞技术指导，经常在田间地头跑，并自称，“四川就是自己的第二故乡，争取一年来一次成都，不仅要指导四川超级杂交水稻的研究与应用，更主要是‘回家’。2006年8月22日，袁隆平在四川省和成都市有关领导陪同下，来彭视察了原濛阳镇双林村（今濛阳街道蔬香村）的优质丰产水稻核心示范片。看到彭州做高产水稻，每亩产量首次突破了750公斤，袁隆平十分高兴，连声赞叹！他在彭州留下了足迹、寄予了期待，从此，与这座城市结下了深厚的缘分……时隔六年，正值水稻收割之际，已经82岁的袁隆平再一次来到成都，专门查看杂交水稻新品种“Y两优973”。当时的太阳火辣，他不戴草帽也不打遮伞，走路像跑，脱鞋就下了田。在“Y两优973”试验田里，袁隆平一眼就看出优点：稻穗压得低、能防倒、稻叶尖且直，能更好吸收阳光，很适合在四川及西南等光照不足的地区生长。2005年，袁隆平亲自来蓉建起国家杂交水稻工程技术研究中心成都分中心试验田。这里是他专门为四川、乃至西南的气候地理环境“量身”定制的，直接受他领导开展科研。2006年，成都分中心正式揭牌运行，袁隆平专程来蓉为其揭牌。2017年，成都分中心试验田计划整体搬迁至郫都区德源镇菁蓉小镇，也就是如今的袁隆平杂交水稻科学园。2019年12月，袁隆平杂交水稻科学园落成，2020年5月正式对外开放。这也是全国唯一一个以袁隆平院士命名的科学园区。从吃饱每顿饭，到端牢中国人的饭碗，这条路上，遍布了他的足迹……上世纪70年代，袁隆平团队在海南岛发现一株天然的雄性不育野生稻，通过全国大协作，将三系法杂交水稻配套成功，被称为“第二次绿色革命”。1973年，袁隆平带领研究组育成具有根系发达、穗大粒多等优点的强优势杂交水稻。1980年初，当时国内对于杂交稻认知还不够充分，四川就为袁隆平的杂交稻新品种和相关稻种打开了大门，几乎和湖南同步，在全川大面积推广。2012年，经历6年的反复培育，一个新诞生的两系品种“Y两优973”，实现了四川两系杂交稻新品种选育零的突破。如今，全省每年杂交稻种植面积2600万亩以上，按照亩产550公斤计算，每年杂交稻产量1400万吨以上，这是袁隆平留给四川、留给人类的财富。其实，早在1996年开始实施的中国超级稻育种计划，在基础理论和品种选育方面，也取得较大进展，并分别于2000、2004、2011、2014年实现了大面积示范亩产700、800、900、1000公斤的“四连跳”！2020年11月2日，双季稻亩产更是实现了“1500公斤高产攻关”的目标，超世界纪录！从上世纪60年代袁隆平科研团队开创杂交水稻研究以来，中国已经实现从三系到两系，再到超级杂交稻的三次重大技术创新。2020年我国谷物自给率超过95%，中国人均粮食占有量达到470公斤左右，比新中国成立时的209公斤，增长了126%。水稻以约占粮食总面积25%的播种面积，贡献了近32%的产量，其中50%左右是杂交水稻。这些粮食，养活了数亿人……虽然这位老人，安详地离我们而去但他永远活在我们心中就连外媒也集体刷屏悼念袁隆平  ,0,2,0,3
腾讯视频,05月26日11:34,来自微博视频号, #以袁隆平Q版形象为主角的科普动画片#回顾袁隆平爷爷Q版形象寻找粮票之旅，向科研工作者们致敬。L腾讯视频的微博视频​,0,68,42,394
木垒检察,05月26日11:34,来自vivoX274800万三摄, //@昌吉长安网:袁隆平爷爷，您的海水稻又来到了新疆啦[水稻][水稻][水稻]@中国长安网@新疆平安网,0,0,0,0
东方红人民检察,05月26日11:34,来自微博视频号, #以袁隆平Q版形象为主角的科普动画片#这个动画片好棒！看得我满脸眼泪，致敬所有为国家做出贡献的院士们！！！（@新华网）L新华网的微博视频​​​,0,31,326,539
广东省脐带血造血干细胞库,05月26日11:33,来自微博weibo.com, 缅怀“杂交水稻之父”袁隆平院士！[水稻]致敬所有为国家做出贡献的院士们！,0,0,0,0
青白江科协,05月26日11:33,来自微博视频号, 【#以袁隆平Q版形象为主角的科普动画片#】一粥一饭，当思来处不易；半丝半缕，恒念物力维艰。​向所有科研工作者致敬！L当时我就震惊了的微博视频​,0,0,0,0
陕西都市热线,05月26日11:33,来自微博视频号, #以袁隆平Q版形象为主角的科普动画片# #院士天团的奇幻旅程#【粮票飞走了？农学天团出道！】粮票“飞走”了？@袁隆平在寻找粮票的旅途上，又有怎样的奇遇？他遇到的孙九林、刘守仁、李玉、刘少军、吴明珠、邹学校、程顺和和盖钧镒都是谁？如果你还不认识这些闪亮的名字，那就跟着袁隆平一块，体验这段一镜到底的奇妙旅程吧！#袁隆平Q版形象首次亮相#via.新华网L新华网的微博视频  ,0,1,0,0
陕西都市快报,05月26日11:33,来自微博视频号, #以袁隆平Q版形象为主角的科普动画片# #院士天团的奇幻旅程#【粮票飞走了？农学天团出道！】粮票“飞走”了？@袁隆平在寻找粮票的旅途上，又有怎样的奇遇？他遇到的孙九林、刘守仁、李玉、刘少军、吴明珠、邹学校、程顺和和盖钧镒都是谁？如果你还不认识这些闪亮的名字，那就跟着袁隆平一块，体验这段一镜到底的奇妙旅程吧！#袁隆平Q版形象首次亮相#via.新华网L新华网的微博视频  ,0,2,4,7
健康双流,05月26日11:33,来自微博视频号, 【#以袁隆平Q版形象为主角的科普动画片#】一粥一饭，当思来处不易；半丝半缕，恒念物力维艰。​向所有科研工作者致敬！L当时我就震惊了的微博视频​,0,0,0,0
慈溪检察,05月26日11:32,来自iPhone客户端, #午间分享#【#长沙数百架无人机点亮禾下乘凉梦#】25日晚上8点，长沙傅家洲升起的520架无人机点亮了湘江两岸，在夜空中缓缓勾画出一幅幅悼念袁老的图画，既有袁隆平院士的音容笑貌，也有禾下乘凉梦的美好构想。今晚，一起仰望星空，缅怀袁老！@潇湘晨报L潇湘晨报的微博视频​​​,0,0,3,3
黑河市生态环境局,05月26日11:32,来自新版微博weibo.com, 这是一部以袁隆平爷爷Q版形象为主角的科普动画片非常值得一看！向所有科研工作者致敬！！#以袁隆平q版形象为主角的科普动画片#,0,0,0,0
慈溪检察,05月26日11:32,来自iPhone客户端, 95后小伙用数万张多米诺扑克牌摆出袁隆平院士头像致敬！#致敬杂交水稻之父#L中国警方在线的微博视频​​​,0,0,2,3
天津特警,05月26日11:32,来自微博视频号, 【再看又泪奔！#院士天团的奇幻旅程#，缅怀袁老！】#袁隆平Q版形象首次亮相#，再看一遍#以袁隆平Q版形象为主角的科普动画片#，怀念袁爷爷！@新华网L中国警方在线的微博视频​,0,0,0,0
永州警事,05月26日11:31,来自微博视频号, 【#沙画还原袁隆平的梦想#】“我有着一个梦，走在田埂上，它同我一般高，我拉着我最亲爱的朋友，坐在稻穗下乘凉……”这是袁老的梦。请放心，您的禾下乘凉梦，我们会接棒努力！致敬！送别！L央视新闻的微博视频​,0,3,0,2
广州南沙检察,05月26日11:31,来自微博视频号, #午间分享#【#长沙数百架无人机点亮禾下乘凉梦#】25日晚上8点，长沙傅家洲升起的520架无人机点亮了湘江两岸，在夜空中缓缓勾画出一幅幅悼念袁老的图画，既有袁隆平院士的音容笑貌，也有禾下乘凉梦的美好构想。今晚，一起仰望星空，缅怀袁老！@潇湘晨报L潇湘晨报的微博视频​,0,0,0,1
黑龙江-平安黑龙江,05月26日11:31,来自微博视频号, #以袁隆平Q版形象为主角的科普动画片#这个动画片好棒！看得我满脸眼泪，致敬所有为国家做出贡献的院士们！！！（@新华网）L新华网的微博视频​​​,0,37,20,20
