发布者ID,发布时间,发布来源,发布内容,收藏数,转发数,评论数,点赞数
乌兰察布市反邪教,06月21日16:59,来自微博weibo.com, 【#袁隆平儿子接棒继续袁梦计划#@内蒙古反邪教,0,0,0,0
菏泽市牡丹区人民检察院,06月21日16:59,来自iPhone客户端, 子承父业！袁隆平儿子接棒，继续“袁梦计划”：守护中国饭碗，接力父亲梦想！#袁隆平儿子接棒继续袁梦计划#（光明网）L平安开封的微博视频​​​,0,0,2,0
菏泽市牡丹区人民检察院,06月21日16:59,来自iPhone客户端, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）O袁隆平儿子接棒！L人民网的微博视频  ,0,0,3,1
白水法院,06月21日16:58,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）O袁隆平儿子接棒！L人民网的微博视频  ,0,2,1,3
深圳公安,06月21日16:58,来自深安君Android, “我有两个梦，一个是禾下乘凉梦；第二个是杂交稻覆盖全球梦”…为了这两个梦，袁隆平毕生投身杂交水稻事业。天下田因你丰足，上亿人永无饥馑。#袁隆平儿子接棒继续袁梦计划#（人民日报）L人民日报的微博视频​​​,0,10,6,55
西安妇联,06月21日16:58,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）L人民网的微博视频  ,0,0,0,0
共青团福建省委,06月21日16:57,来自iPhone客户端, 【纪录片回顾袁隆平事迹入选高中语文教材】他怀着“禾下乘凉梦”，半个世纪致力于水稻研究。在统编高中语文教材中，编进了《喜看稻菽千重浪——记首届国家最高科技奖获得者袁隆平》一文，讲述了“杂交水稻之父”袁隆平科研背后的故事。脚下浸泥土，心中怀大爱。国之仁士、为国为民，致敬！L央视国家记忆的微博视频#袁隆平儿子接棒继续袁梦计划#  ,0,4,1,8
都市报道,06月21日16:57,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。L人民网的微博视频  ,0,0,0,2
天津政法,06月21日16:56,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）L人民网的微博视频  ,0,2,3,4
陕西检察,06月21日16:56,来自Android, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（正义网）L人民网的微博视频  ,0,32,24,18
江南都市报,06月21日16:56,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）L人民网的微博视频  ,0,1,0,5
法治承德,06月21日16:56,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）L人民网的微博视频  ,0,0,0,0
桐庐检察,06月21日16:56,来自微博weibo.com, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）O袁隆平儿子接棒！  ,0,0,4,2
石家庄市禁毒委员会办公室,06月21日16:55,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）O袁隆平儿子接棒！L人民网的微博视频  ,0,0,3,1
白云鄂博矿区反邪教,06月21日16:55,来自360安全浏览器, 【重温，泪流满面#袁隆平讲禾下乘凉梦的珍贵影像#】“@内蒙古反邪教,0,0,0,0
江宁发布,06月21日16:55,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）O袁隆平儿子接棒！L人民网的微博视频  ,0,0,0,2
南昌广播电视台,06月21日16:55,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。L人民网的微博视频  ,0,0,0,1
诺敏河人民检察,06月21日16:55,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。L人民网的微博视频  ,0,17,50,49
雨花发布,06月21日16:54,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）L人民网的微博视频#雨花生活#  ,0,0,0,0
正义网,06月21日16:54,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）@人民网L人民网的微博视频  ,0,8,3,20
陕西交通广播,06月21日16:54,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）L人民网的微博视频  ,0,0,0,0
凯风霍邱,06月21日16:54,来自360安全浏览器, //@长安皋城:【重温，泪流满面#袁隆平讲禾下乘凉梦的珍贵影像#】,0,0,0,0
南国都市报,06月21日16:54,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。via.光明日报L人民网的微博视频  ,0,0,0,2
香港中通社,06月21日16:54,来自微博视频号, 【子承父業！袁隆平兒子接棒繼續“袁夢計劃”】距離袁隆平院士逝世將近一個月，袁隆平兒子、國家雜交水稻工程技術研究中心副主任袁定陽已繼承衣缽，北上內蒙古，繼續“袁夢計劃”。袁定陽表示，力爭3年內實現興安盟水稻每畝增產100公斤；培育興安盟自主智慧財產權的水稻新品種；實現興安盟耐鹽鹼水稻種植面積3年達到20萬畝。2020年1月13日，袁隆平在三亞發佈“袁夢計劃”，在鹽鹼地上種水稻。#袁隆平逝世# #我承诺不浪费粮食# #袁隆平儿子接棒继续袁梦计划# #杨梅国外卖10元一颗#L香港中通社的微博视频  ,0,2,7,63
双流残联,06月21日16:53,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。L人民网的微博视频  ,0,0,0,0
西安青年聚,06月21日16:53,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。L人民网的微博视频  ,0,0,0,0
余干之窗微博,06月21日16:52,来自微博视频号, #袁隆平儿子接棒继续袁梦计划#【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（人民网）O袁隆平儿子接棒！L人民网的微博视频  ,0,0,0,1
双流西航港,06月21日16:52,来自360安全浏览器, 【#袁隆平儿子接棒继续袁梦计划#】,0,0,0,0
南海网,06月21日16:52,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。via.光明日报L人民网的微博视频  ,0,0,0,2
金牛法院,06月21日16:52,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）L人民网的微博视频  ,0,0,2,1
钱塘检察,06月21日16:52,来自iPhone客户端, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）L人民网的微博视频  ,0,0,0,0
临潼检察,06月21日16:52,来自微博视频号, 【重温，泪流满面#袁隆平讲禾下乘凉梦的珍贵影像#】“我梦见水稻长得比高粱还高，穗子比扫帚还长，我和同事坐在稻穗下乘凉”“我梦见穗子沉甸甸的，子粒接近花生米那么大”……这是袁老做过的两个幸福的梦。他的愿望非常朴实：“想培育出高产量品种，为提高粮食产量做一点贡献”↓↓缅怀！致敬！#专题片敢教日月换新天#（央视新闻）L央视新闻的微博视频  ,0,0,0,0
邯山发布厅,06月21日16:52,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。L邯山发布厅的微博视频  ,0,2,6,4
平安三明,06月21日16:51,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）L人民网的微博视频  ,0,0,0,0
中原盾,06月21日16:51,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）O袁隆平儿子接棒！L人民网的微博视频  ,0,2,0,2
北方频道,06月21日16:51,来自新浪微博4G版, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）O袁隆平儿子接棒！L人民网的微博视频  ,0,0,0,0
赤峰市团委,06月21日16:51,来自iPhone客户端, #袁隆平儿子接棒继续袁梦计划#,0,0,0,0
浏阳公安,06月21日16:51,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）L人民网的微博视频  ,0,0,0,0
检察日报,06月21日16:51,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。L人民网的微博视频  ,0,7,2,25
商丘市农业农村局,06月21日16:51,来自微博weibo.com, 宁陵县县委党史学习教育宣讲团到县农业农村局开展宣讲活动6月21日上午，宁陵县农业农村局邀请县委党史学习教育宣讲团到局开展宣讲活动。局党组书记周忠华出席并主持会议，全局系统干部职工参加宣讲报告会。县委党史学习教育宣讲团成员、教体局教研室历史教研员华洪涛以“在希望的田野上”为主题，针对性地讲述了共产党从土地革命时期到家庭联产责任制时期和脱贫攻坚战期间的发展历程，重温了焦裕禄、潘从正、袁隆平及安徽小岗村精神，激励农业农村工作者以饱满的热情、负责的态度、坚定的信念迎接乡村振兴工作中的挑战。报告内容丰富，讲解深入浅出，赢得了阵阵掌声，使全体人员对中国共产党百年奋斗的光辉历程和开展党史学习教育的重大意义和重要要求，有了更为全面地认识和更加深刻的理解。大家纷纷表示，要自觉用党的奋斗历程和伟大成就鼓舞斗志、明确方向，用党的光荣传统和优良作风坚定信念、凝聚力量。要自觉从党史的营养中点燃熊熊信仰之火，认真履行岗位职责，全力推进农业农村工作，以优异成绩回报党的关怀，用实际行动表达对党的忠诚，努力推动党史学习教育求实效、走在前。  ,0,0,0,0
深圳公安,06月21日16:51,来自深安君Android, 【#袁隆平儿子接棒继续袁梦计划#】,0,0,2,9
大同政法,06月21日16:51,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）O袁隆平儿子接棒！L人民网的微博视频  ,0,0,0,1
平安璧山,06月21日16:50,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）O袁隆平儿子接棒！L人民网的微博视频  ,0,0,0,0
呼和浩特反邪教,06月21日16:50,来自搜狗高速浏览器, 【#袁隆平儿子接棒继续袁梦计划#@内蒙古反邪教,0,0,0,0
老板联播,06月21日16:50,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）L人民网的微博视频  ,0,6,2,26
金州检察,06月21日16:49,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）L人民网的微博视频  ,0,0,1,1
皖江晚报,06月21日16:49,来自Android, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）O袁隆平儿子接棒！L人民网的微博视频  ,0,0,0,0
湖北新闻,06月21日16:49,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）O袁隆平儿子接棒！L人民网的微博视频  ,0,0,0,0
连云港市海州区法院,06月21日16:49,来自iPhone客户端, 【#袁隆平儿子接棒继续袁梦计划#】,0,0,0,0
网易财经,06月21日16:49,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）L人民网的微博视频  ,0,0,0,16
新浪河北,06月21日16:49,来自微博视频号, #百年风华耀初心#【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）L人民网的微博视频  ,0,1,1,4
猛犸新闻,06月21日16:48,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）O袁隆平儿子接棒！L人民网的微博视频  ,0,5,0,8
钱塘检察,06月21日16:48,来自iPhone客户端, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）O袁隆平儿子接棒！L人民网的微博视频  ,0,0,0,0
全椒发布,06月21日16:48,来自iPhone客户端, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）O袁隆平儿子接棒！L人民网的微博视频  ,0,1,1,0
青春山东,06月21日16:48,来自微博视频号, 袁爷爷一直在我们能造梦也必能“袁梦”！感恩，致敬！（甘肃青年）#袁隆平儿子接棒继续袁梦计划# #新时代好青年#L青春山东的微博视频​,0,1,16,61
张掖市畜牧兽医局,06月21日16:48,来自微博视频号, 【#袁隆平儿子接棒继续袁梦计划#】距离袁隆平院士逝世将近一个月，袁隆平儿子、国家杂交水稻工程技术研究中心副主任袁定阳已继承衣钵，北上内蒙古，继续“袁梦计划”。袁定阳表示，力争3年内实现兴安盟水稻每亩增产100公斤；培育兴安盟自主知识产权的水稻新品种；实现兴安盟耐盐碱水稻种植面积3年达到20万亩。2020年1月13日，袁隆平在三亚发布“袁梦计划”，在盐碱地上种水稻。（光明日报）O袁隆平儿子接棒！L人民网的微博视频  ,0,0,0,0
